gene	ORF	class
TDA7	YNL176C	NONE
TDA8	YAL064C-A	NONE
TDA9	YML081W	NONE
TDH1	YJL052W	NONE
TDH2	YJR009C	NONE
TDH3	YGR192C	NONE
TDP1	YBR223C	STRUCTURE
TEA1	YOR337W	NONE
TEC1	YBR083W	NONE
TED1	YIL039W	NONE
TEF1	YPR080W	NONE
TEF2	YBR118W	NONE
TEF4	YKL081W	NONE
TEL1	YBL088C	STRUCTURE
TEL2	YGR099W	NONE
TEM1	YML064C	STRUCTURE
TEN1	YLR010C	NONE
TEP1	YNL128W	NONE
TES1	YJR019C	NONE
TEX1	YNL253W	NONE
TFA1	YKL028W	NONE
TFA2	YKR062W	NONE
TFB1	YDR311W	STRUCTURE
TFB2	YPL122C	STRUCTURE
TFB3	YDR460W	STRUCTURE
TFB4	YPR056W	STRUCTURE
TFB5	YDR079C-A	STRUCTURE
TFB6	YOR352W	NONE
TFC1	YBR123C	NONE
TFC3	YAL001C	NONE
TFC4	YGR047C	NONE
TFC6	YDR362C	NONE
TFC7	YOR110W	NONE
TFC8	YPL007C	NONE
TFG1	YGR186W	NONE
TFG2	YGR005C	NONE
TFS1	YLR178C	NONE
TGA1	YNCA0004W	NONE
TGL1	YKL140W	NONE
TGL2	YDR058C	NONE
TGL3	YMR313C	NONE
TGL4	YKR089C	NONE
TGL5	YOR081C	NONE
TGS1	YPL157W	NONE
THG1	YGR024C	NONE
THI11	YJR156C	NONE
THI12	YNL332W	NONE
THI13	YDL244W	NONE
THI2	YBR240C	NONE
THI20	YOL055C	NONE
THI21	YPL258C	NONE
THI22	YPR121W	NONE
THI3	YDL080C	NONE
THI4	YGR144W	NONE
THI5	YFL058W	NONE
THI6	YPL214C	NONE
THI7	YLR237W	INPUT
THI72	YOR192C	INPUT
THI73	YLR004C	INPUT
THI74	YDR438W	NONE
THI80	YOR143C	NONE
THO1	YER063W	NONE
THO2	YNL139C	NONE
THP1	YOL072W	NONE
THP2	YHR167W	NONE
THP3	YPR045C	NONE
THR1	YHR025W	NONE
THR4	YCR053W	NONE
THS1	YIL078W	NONE
TIF1	YKR059W	NONE
TIF11	YMR260C	NONE
TIF2	YJL138C	NONE
TIF3	YPR163C	NONE
TIF34	YMR146C	NONE
TIF35	YDR429C	NONE
TIF4631	YGR162W	STRUCTURE
TIF4632	YGL049C	NONE
TIF5	YPR041W	NONE
TIF6	YPR016C	STRUCTURE
TIM10	YHR005C-A	NONE
TIM11	YDR322C-A	INPUT
TIM12	YBR091C	NONE
TIM13	YGR181W	NONE
TIM17	YJL143W	NONE
TIM18	YOR297C	INPUT
TIM21	YGR033C	NONE
TIM22	YDL217C	NONE
TIM23	YNR017W	NONE
TIM44	YIL022W	NONE
TIM50	YPL063W	NONE
TIM54	YJL054W	NONE
TIM8	YJR135W-A	NONE
TIM9	YEL020W-A	NONE
TIP1	YBR067C	NONE
TIP20	YGL145W	NONE
TIP41	YPR040W	INPUT
TIR1	YER011W	NONE
TIR2	YOR010C	NONE
TIR3	YIL011W	NONE
TIR4	YOR009W	STRUCTURE
TIS11	YLR136C	NONE
TKL1	YPR074C	NONE
TKL2	YBR117C	NONE
TLC1	YNCB0010W	NONE
TLD1	YDR275W	NONE
TLG1	YDR468C	NONE
TLG2	YOL018C	NONE
TMA10	YLR327C	NONE
TMA108	YIL137C	STRUCTURE
TMA16	YOR252W	NONE
TMA17	YDL110C	NONE
TMA19	YKL056C	NONE
TMA20	YER007C-A	STRUCTURE
TMA22	YJR014W	NONE
TMA23	YMR269W	STRUCTURE
TMA46	YOR091W	NONE
TMA64	YDR117C	NONE
TMA7	YLR262C-A	NONE
TMC1	YOR052C	NONE
TMH11	YJR085C	NONE
TMH18	YPR098C	NONE
TML25	YLR118C	NONE
TMN2	YDR107C	INPUT
TMN3	YER113C	INPUT
TMS1	YDR105C	NONE
TMT1	YER175C	NONE
TNA1	YGR260W	INPUT
TOA1	YOR194C	NONE
TOA2	YKL058W	NONE
TOD6	YBL054W	NONE
TOF1	YNL273W	STRUCTURE
TOF2	YKR010C	NONE
TOG1	YER184C	NONE
TOH1	YJL171C	STRUCTURE
TOK1	YJL093C	INPUT
TOM1	YDR457W	STRUCTURE
TOM20	YGR082W	NONE
TOM22	YNL131W	NONE
TOM40	YMR203W	INPUT
TOM5	YPR133W-A	NONE
TOM6	YOR045W	NONE
TOM7	YNL070W	NONE
TOM70	YNL121C	NONE
TOM71	YHR117W	NONE
TOP1	YOL006C	STRUCTURE
TOP2	YNL088W	STRUCTURE
TOP3	YLR234W	STRUCTURE
TOR1	YJR066W	BOTH
TOR2	YKL203C	BOTH
TOS1	YBR162C	STRUCTURE
TOS2	YGR221C	NONE
TOS3	YGL179C	INPUT
TOS4	YLR183C	NONE
TOS6	YNL300W	NONE
TOS7	YOL019W	NONE
TOS8	YGL096W	NONE
TPA1	YER049W	NONE
TPC1	YGR096W	INPUT
TPD3	YAL016W	NONE
TPH3	YJL016W	NONE
TPI1	YDR050C	NONE
TPK1	YJL164C	STRUCTURE
TPK2	YPL203W	NONE
TPK3	YKL166C	STRUCTURE
TPM1	YNL079C	BOTH
TPM2	YIL138C	STRUCTURE
TPN1	YGL186C	INPUT
TPO1	YLL028W	INPUT
TPO2	YGR138C	INPUT
TPO3	YPR156C	INPUT
TPO4	YOR273C	INPUT
TPO5	YKL174C	INPUT
TPP1	YMR156C	STRUCTURE
TPS1	YBR126C	NONE
TPS2	YDR074W	NONE
TPS3	YMR261C	NONE
TPT1	YOL102C	NONE
TRA1	YHR099W	STRUCTURE
TRE1	YPL176C	NONE
TRE2	YOR256C	NONE
TRF5	YNL299W	STRUCTURE
TRI1	YMR233W	NONE
TRK1	YJL129C	INPUT
TRK2	YKR050W	INPUT
TRL1	YJL087C	NONE
TRM1	YDR120C	NONE
TRM10	YOL093W	NONE
TRM11	YOL124C	NONE
TRM112	YNR046W	STRUCTURE
TRM12	YML005W	NONE
TRM13	YOL125W	NONE
TRM2	YKR056W	NONE
TRM3	YDL112W	INPUT
TRM44	YPL030W	NONE
TRM5	YHR070W	NONE
TRM7	YBR061C	NONE
TRM732	YMR259C	NONE
TRM8	YDL201W	NONE
TRM82	YDR165W	NONE
TRM9	YML014W	NONE
TRN1	YNCA0002W	NONE
TRP1	YDR007W	NONE
TRP2	YER090W	NONE
TRP3	YKL211C	NONE
TRP4	YDR354W	NONE
TRP5	YGL026C	NONE
TRR1	YDR353W	INPUT
TRR2	YHR106W	INPUT
TRR4	YNCL0045W	NONE
TRS120	YDR407C	NONE
TRS130	YMR218C	NONE
TRS20	YBR254C	NONE
TRS23	YDR246W	NONE
TRS31	YDR472W	NONE
TRS33	YOR115C	NONE
TRS65	YGR166W	STRUCTURE
TRS85	YDR108W	NONE
TRT2	YNCK0002C	NONE
TRX1	YLR043C	NONE
TRX2	YGR209C	NONE
TRX3	YCR083W	INPUT
TRZ1	YKR079C	NONE
TSA1	YML028W	BOTH
TSA2	YDR453C	BOTH
TSC10	YBR265W	NONE
TSC11	YER093C	INPUT
TSC13	YDL015C	NONE
TSC3	YBR058C-A	NONE
TSL1	YML100W	NONE
TSR1	YDL060W	STRUCTURE
TSR2	YLR435W	NONE
TSR3	YOR006C	STRUCTURE
TSR4	YOL022C	STRUCTURE
TTI1	YKL033W	STRUCTURE
TTI2	YJR136C	BOTH
TUB1	YML085C	STRUCTURE
TUB2	YFL037W	STRUCTURE
TUB3	YML124C	STRUCTURE
TUB4	YLR212C	STRUCTURE
TUF1	YOR187W	NONE
TUL1	YKL034W	STRUCTURE
TUM1	YOR251C	NONE
TUP1	YCR084C	STRUCTURE
TUS1	YLR425W	INPUT
TVP15	YDR100W	NONE
TVP18	YMR071C	NONE
TVP23	YDR084C	NONE
TVP38	YKR088C	NONE
TVS1	YCR061W	NONE
TWF1	YGR080W	NONE
TYC1	YBR296C-A	NONE
TYE7	YOR344C	NONE
TYR1	YBR166C	NONE
TYS1	YGR185C	NONE
TYW1	YPL207W	NONE
TYW3	YGL050W	NONE
UAF30	YOR295W	STRUCTURE
UBA1	YKL210W	NONE
UBA2	YDR390C	NONE
UBA3	YPR066W	NONE
UBA4	YHR111W	INPUT
UBC1	YDR177W	NONE
UBC11	YOR339C	NONE
UBC12	YLR306W	NONE
UBC13	YDR092W	NONE
UBC4	YBR082C	NONE
UBC5	YDR059C	NONE
UBC6	YER100W	NONE
UBC7	YMR022W	STRUCTURE
UBC8	YEL012W	STRUCTURE
UBC9	YDL064W	STRUCTURE
UBI4	YLL039C	NONE
UBP1	YDL122W	NONE
UBP10	YNL186W	NONE
UBP11	YKR098C	NONE
UBP12	YJL197W	NONE
UBP13	YBL067C	NONE
UBP14	YBR058C	STRUCTURE
UBP15	YMR304W	NONE
UBP16	YPL072W	NONE
UBP2	YOR124C	STRUCTURE
UBP3	YER151C	NONE
UBP5	YER144C	NONE
UBP6	YFR010W	STRUCTURE
UBP7	YIL156W	NONE
UBP8	YMR223W	NONE
UBP9	YER098W	NONE
UBR1	YGR184C	NONE
UBR2	YLR024C	NONE
UBS1	YBR165W	NONE
UBX2	YML013W	STRUCTURE
UBX3	YDL091C	NONE
UBX4	YMR067C	NONE
UBX5	YDR330W	STRUCTURE
UBX6	YJL048C	NONE
UBX7	YBR273C	NONE
UCC1	YLR224W	NONE
UFD1	YGR048W	STRUCTURE
UFD2	YDL190C	NONE
UFD4	YKL010C	STRUCTURE
UFE1	YOR075W	NONE
UFO1	YML088W	NONE
UGA1	YGR019W	NONE
UGA2	YBR006W	INPUT
UGA3	YDL170W	NONE
UGA4	YDL210W	INPUT
UGO1	YDR470C	NONE
UGP1	YKL035W	NONE
UGX2	YDL169C	NONE
UIP3	YAR027W	NONE
UIP4	YPL186C	NONE
UIP5	YKR044W	NONE
ULA1	YPL003W	NONE
ULI1	YFR026C	NONE
ULP1	YPL020C	STRUCTURE
ULP2	YIL031W	NONE
ULS1	YOR191W	STRUCTURE
UME1	YPL139C	STRUCTURE
UME6	YDR207C	STRUCTURE
UMP1	YBR173C	NONE
UNG1	YML021C	STRUCTURE
UPA1	YGR283C	NONE
UPA2	YMR310C	NONE
UPC2	YDR213W	NONE
UPF3	YGR072W	NONE
UPS1	YLR193C	NONE
UPS2	YLR168C	NONE
UPS3	YDR185C	STRUCTURE
URA1	YKL216W	NONE
URA10	YMR271C	NONE
URA2	YJL130C	NONE
URA3	YEL021W	NONE
URA4	YLR420W	NONE
URA5	YML106W	NONE
URA6	YKL024C	NONE
URA7	YBL039C	NONE
URA8	YJR103W	NONE
URB1	YKL014C	STRUCTURE
URB2	YJR041C	STRUCTURE
URC2	YDR520C	NONE
URE2	YNL229C	NONE
URH1	YDR400W	NONE
URK1	YNR012W	NONE
URM1	YIL008W	INPUT
URN1	YPR152C	NONE
USA1	YML029W	NONE
USB1	YLR132C	NONE
USE1	YGL098W	NONE
USO1	YDL058W	NONE
USV1	YPL230W	INPUT
UTH1	YKR042W	STRUCTURE
UTP10	YJL109C	STRUCTURE
UTP11	YKL099C	STRUCTURE
UTP13	YLR222C	STRUCTURE
UTP14	YML093W	STRUCTURE
UTP15	YMR093W	STRUCTURE
UTP18	YJL069C	STRUCTURE
UTP20	YBL004W	STRUCTURE
UTP21	YLR409C	STRUCTURE
UTP22	YGR090W	STRUCTURE
UTP23	YOR004W	STRUCTURE
UTP25	YIL091C	STRUCTURE
UTP30	YKR060W	STRUCTURE
UTP4	YDR324C	STRUCTURE
UTP5	YDR398W	STRUCTURE
UTP6	YDR449C	STRUCTURE
UTP7	YER082C	STRUCTURE
UTP8	YGR128C	STRUCTURE
UTP9	YHR196W	STRUCTURE
UTR1	YJR049C	NONE
UTR2	YEL040W	STRUCTURE
UTR4	YEL038W	NONE
UTR5	YEL035C	NONE
VAB2	YEL005C	NONE
VAC14	YLR386W	INPUT
VAC17	YCL063W	NONE
VAC7	YNL054W	NONE
VAC8	YEL013W	NONE
VAM10	YOR068C	NONE
VAM3	YOR106W	NONE
VAM6	YDL077C	NONE
VAM7	YGL212W	NONE
VAN1	YML115C	NONE
VAR1		NONE
VAS1	YGR094W	NONE
VBA1	YMR088C	INPUT
VBA2	YBR293W	INPUT
VBA3	YCL069W	INPUT
VBA4	YDR119W	INPUT
VBA5	YKR105C	INPUT
VCX1	YDL128W	INPUT
VEL1	YGL258W	NONE
VFA1	YER128W	NONE
VHC1	YBR235W	INPUT
VHR1	YIL056W	NONE
VHR2	YER064C	NONE
VHS1	YDR247W	STRUCTURE
VHS2	YIL135C	NONE
VHS3	YOR054C	NONE
VHT1	YGR065C	INPUT
VID22	YLR373C	NONE
VID24	YBR105C	STRUCTURE
VID27	YNL212W	NONE
VID28	YIL017C	STRUCTURE
VID30	YGL227W	STRUCTURE
VIK1	YPL253C	NONE
VIP1	YLR410W	NONE
VIR1	YGL036W	NONE
VLD1	YIR014W	NONE
VMA1	YDL185W	INPUT
VMA10	YHR039C-A	INPUT
VMA11	YPL234C	INPUT
VMA13	YPR036W	INPUT
VMA16	YHR026W	INPUT
VMA2	YBR127C	INPUT
VMA21	YGR105W	NONE
VMA22	YHR060W	NONE
VMA3	YEL027W	INPUT
VMA4	YOR332W	INPUT
VMA5	YKL080W	INPUT
VMA6	YLR447C	INPUT
VMA7	YGR020C	INPUT
VMA8	YEL051W	INPUT
VMA9	YCL005W-A	INPUT
VMR1	YHL035C	INPUT
VMS1	YDR049W	NONE
VNX1	YNL321W	INPUT
VOA1	YGR106C	NONE
VPH1	YOR270C	INPUT
VPH2	YKL119C	NONE
VPR1	YIL152W	NONE
VPS1	YKR001C	STRUCTURE
VPS13	YLL040C	STRUCTURE
VPS15	YBR097W	NONE
VPS16	YPL045W	NONE
VPS17	YOR132W	NONE
VPS20	YMR077C	NONE
VPS21	YOR089C	NONE
VPS24	YKL041W	NONE
VPS25	YJR102C	NONE
VPS27	YNR006W	NONE
VPS28	YPL065W	NONE
VPS29	YHR012W	NONE
VPS3	YDR495C	NONE
VPS30	YPL120W	NONE
VPS33	YLR396C	NONE
VPS34	YLR240W	NONE
VPS35	YJL154C	NONE
VPS36	YLR417W	NONE
VPS38	YLR360W	NONE
VPS4	YPR173C	NONE
VPS41	YDR080W	NONE
VPS45	YGL095C	NONE
VPS5	YOR069W	NONE
VPS501	YKR078W	NONE
VPS51	YKR020W	NONE
VPS52	YDR484W	NONE
VPS53	YJL029C	NONE
VPS54	YDR027C	NONE
VPS55	YJR044C	NONE
VPS60	YDR486C	NONE
VPS62	YGR141W	NONE
VPS63	YLR261C	NONE
VPS64	YDR200C	INPUT
VPS68	YOL129W	NONE
VPS70	YJR126C	NONE
VPS71	YML041C	STRUCTURE
VPS72	YDR485C	STRUCTURE
VPS73	YGL104C	INPUT
VPS74	YDR372C	NONE
VPS75	YNL246W	NONE
VPS8	YAL002W	NONE
VPS9	YML097C	NONE
VRG4	YGL225W	INPUT
VRL1	YML002W	NONE
VRP1	YLR337C	NONE
VSB1	YGR125W	INPUT
VTA1	YLR181C	NONE
VTC1	YER072W	NONE
VTC2	YFL004W	NONE
VTC3	YPL019C	NONE
VTC4	YJL012C	NONE
VTC5	YDR089W	NONE
VTH1	YIL173W	NONE
VTH2	YJL222W	NONE
VTI1	YMR197C	NONE
VTS1	YOR359W	NONE
VVS1	YBR241C	INPUT
WAR1	YML076C	NONE
WBP1	YEL002C	NONE
WHI2	YOR043W	INPUT
WHI3	YNL197C	NONE
WHI4	YDL224C	NONE
WHI5	YOR083W	STRUCTURE
WIP1	YDR374W-A	STRUCTURE
WRS1	YOL097C	NONE
WSC2	YNL283C	BOTH
WSC3	YOL105C	BOTH
WSC4	YHL028W	BOTH
WSS1	YHR134W	STRUCTURE
WTM1	YOR230W	NONE
WTM2	YOR229W	NONE
WWM1	YFL010C	NONE
XBP1	YIL101C	INPUT
XDH1		NONE
XDJ1	YLR090W	STRUCTURE
XKS1	YGR194C	NONE
XPT1	YJR133W	NONE
XRN1	YGL173C	NONE
XRS2	YDR369C	STRUCTURE
XYL2	YLR070C	NONE
YAE1	YJR067C	NONE
YAF9	YNL107W	STRUCTURE
YAH1	YPL252C	NONE
YAK1	YJL141C	NONE
YAL037C-A	YAL037C-A	NONE
YAL037W	YAL037W	NONE
YAL063C-A	YAL063C-A	NONE
YAL064W	YAL064W	NONE
YAL064W-B	YAL064W-B	NONE
YAL065C	YAL065C	NONE
YAL067W-A	YAL067W-A	NONE
YAP1	YML007W	INPUT
YAP1801	YHR161C	NONE
YAP1802	YGR241C	NONE
YAP3	YHL009C	NONE
YAP5	YIR018W	NONE
YAP6	YDR259C	NONE
YAP7	YOL028C	NONE
YAR009C	YAR009C	NONE
YAR010C	YAR010C	NONE
YAR035C-A	YAR035C-A	NONE
YAR061W	YAR061W	NONE
YAR064W	YAR064W	NONE
YAR066W	YAR066W	NONE
YAR068W	YAR068W	NONE
YAR1	YPL239W	BOTH
YAT1	YAR035W	NONE
YAT2	YER024W	NONE
YBL005W-A	YBL005W-A	NONE
YBL005W-B	YBL005W-B	NONE
YBL008W-A	YBL008W-A	NONE
YBL028C	YBL028C	NONE
YBL029C-A	YBL029C-A	NONE
YBL029W	YBL029W	NONE
YBL036C	YBL036C	NONE
YBL044W	YBL044W	NONE
YBL055C	YBL055C	INPUT
YBL071C	YBL071C	NONE
YBL071C-B	YBL071C-B	NONE
YBL081W	YBL081W	NONE
YBL086C	YBL086C	NONE
YBL100W-A	YBL100W-A	NONE
YBL100W-B	YBL100W-B	NONE
YBL100W-C	YBL100W-C	NONE
YBL111C	YBL111C	NONE
YBL112C	YBL112C	NONE
YBL113C	YBL113C	NONE
YBP1	YBR216C	INPUT
YBP2	YGL060W	INPUT
YBR012W-A	YBR012W-A	NONE
YBR012W-B	YBR012W-B	NONE
YBR013C	YBR013C	NONE
YBR027C	YBR027C	NONE
YBR032W	YBR032W	NONE
YBR053C	YBR053C	NONE
YBR062C	YBR062C	NONE
YBR071W	YBR071W	NONE
YBR072C-A	YBR072C-A	NONE
YBR085C-A	YBR085C-A	NONE
YBR090C	YBR090C	NONE
YBR096W	YBR096W	NONE
YBR137W	YBR137W	NONE
YBR138C	YBR138C	NONE
YBR144C	YBR144C	NONE
YBR182C-A	YBR182C-A	NONE
YBR184W	YBR184W	NONE
YBR196C-A	YBR196C-A	NONE
YBR196C-B	YBR196C-B	NONE
YBR197C	YBR197C	NONE
YBR200W-A	YBR200W-A	NONE
YBR209W	YBR209W	NONE
YBR219C	YBR219C	NONE
YBR220C	YBR220C	NONE
YBR221W-A	YBR221W-A	NONE
YBR225W	YBR225W	NONE
YBR238C	YBR238C	NONE
YBR242W	YBR242W	NONE
YBR259W	YBR259W	NONE
YBR284W	YBR284W	NONE
YBR287W	YBR287W	INPUT
YBR292C	YBR292C	NONE
YBR298C-A	YBR298C-A	NONE
YBT1	YLL048C	INPUT
YCF1	YDR135C	INPUT
YCG1	YDR325W	STRUCTURE
YCH1	YGR203W	NONE
YCK1	YHR135C	INPUT
YCK2	YNL154C	INPUT
YCK3	YER123W	INPUT
YCL001W-A	YCL001W-A	NONE
YCL001W-B	YCL001W-B	NONE
YCL002C	YCL002C	NONE
YCL012C	YCL012C	NONE
YCL019W	YCL019W	NONE
YCL020W	YCL020W	NONE
YCL021W-A	YCL021W-A	NONE
YCL042W	YCL042W	NONE
YCL048W-A	YCL048W-A	NONE
YCL068C	YCL068C	NONE
YCL075W	YCL075W	NONE
YCP4	YCR004C	NONE
YCR001W	YCR001W	NONE
YCR006C	YCR006C	NONE
YCR022C	YCR022C	NONE
YCR023C	YCR023C	INPUT
YCR024C-B	YCR024C-B	NONE
YCR025C	YCR025C	NONE
YCR041W	YCR041W	STRUCTURE
YCR043C	YCR043C	NONE
YCR050C	YCR050C	NONE
YCR051W	YCR051W	NONE
YCR085W	YCR085W	NONE
YCR087C-A	YCR087C-A	NONE
YCR090C	YCR090C	NONE
YCR095W-A	YCR095W-A	NONE
YCR099C	YCR099C	NONE
YCR101C	YCR101C	NONE
YCR102C	YCR102C	NONE
YCR108C	YCR108C	NONE
YCS4	YLR272C	STRUCTURE
YCT1	YLL055W	INPUT
YCX1	YDL206W	INPUT
YDC1	YPL087W	NONE
YDJ1	YNL064C	BOTH
YDL007C-A	YDL007C-A	NONE
YDL009C	YDL009C	NONE
YDL012C	YDL012C	NONE
YDL022C-A	YDL022C-A	NONE
YDL057W	YDL057W	NONE
YDL085C-A	YDL085C-A	NONE
YDL086W	YDL086W	NONE
YDL109C	YDL109C	NONE
YDL114W	YDL114W	NONE
YDL124W	YDL124W	INPUT
YDL129W	YDL129W	NONE
YDL144C	YDL144C	NONE
YDL159W-A	YDL159W-A	NONE
YDL177C	YDL177C	NONE
YDL186W	YDL186W	NONE
YDL199C	YDL199C	INPUT
YDL204W-A	YDL204W-A	NONE
YDL211C	YDL211C	NONE
YDL218W	YDL218W	NONE
YDL241W	YDL241W	NONE
YDL242W	YDL242W	NONE
YDR003W-A	YDR003W-A	NONE
YDR010C	YDR010C	NONE
YDR029W	YDR029W	NONE
YDR034C-A	YDR034C-A	NONE
YDR034C-C	YDR034C-C	NONE
YDR034C-D	YDR034C-D	NONE
YDR042C	YDR042C	NONE
YDR061W	YDR061W	NONE
YDR098C-A	YDR098C-A	NONE
YDR098C-B	YDR098C-B	NONE
YDR102C	YDR102C	NONE
YDR109C	YDR109C	NONE
YDR114C	YDR114C	NONE
YDR124W	YDR124W	NONE
YDR131C	YDR131C	NONE
YDR157W	YDR157W	NONE
YDR169C-A	YDR169C-A	NONE
YDR170W-A	YDR170W-A	NONE
YDR182W-A	YDR182W-A	NONE
YDR194W-A	YDR194W-A	NONE
YDR209C	YDR209C	NONE
YDR210C-C	YDR210C-C	NONE
YDR210C-D	YDR210C-D	NONE
YDR210W-A	YDR210W-A	NONE
YDR210W-B	YDR210W-B	NONE
YDR215C	YDR215C	NONE
YDR222W	YDR222W	NONE
YDR239C	YDR239C	NONE
YDR246W-A	YDR246W-A	NONE
YDR248C	YDR248C	NONE
YDR249C	YDR249C	NONE
YDR261C-C	YDR261C-C	NONE
YDR261C-D	YDR261C-D	NONE
YDR261W-A	YDR261W-A	NONE
YDR261W-B	YDR261W-B	NONE
YDR262W	YDR262W	NONE
YDR274C	YDR274C	NONE
YDR316W-A	YDR316W-A	NONE
YDR316W-B	YDR316W-B	NONE
YDR338C	YDR338C	INPUT
YDR341C	YDR341C	NONE
YDR344C	YDR344C	NONE
YDR365W-A	YDR365W-A	NONE
YDR365W-B	YDR365W-B	NONE
YDR415C	YDR415C	NONE
YDR444W	YDR444W	NONE
YDR476C	YDR476C	NONE
YDR514C	YDR514C	NONE
YDR524C-B	YDR524C-B	NONE
YDR524W-C	YDR524W-C	NONE
YDR541C	YDR541C	NONE
YEA4	YEL004W	INPUT
YEA6	YEL006W	INPUT
YEF1	YEL041W	NONE
YEF3	YLR249W	NONE
YEH1	YLL012W	NONE
YEH2	YLR020C	NONE
YEL008W	YEL008W	NONE
YEL009C-A	YEL009C-A	NONE
YEL014C	YEL014C	NONE
YEL023C	YEL023C	NONE
YEL025C	YEL025C	NONE
YEL028W	YEL028W	NONE
YEL067C	YEL067C	NONE
YEL068C	YEL068C	NONE
YEL073C	YEL073C	NONE
YEL075C	YEL075C	NONE
YEL076C	YEL076C	NONE
YEL076C-A	YEL076C-A	NONE
YEL077C	YEL077C	NONE
YEL1	YBL060W	NONE
YEN1	YER041W	STRUCTURE
YER010C	YER010C	NONE
YER034W	YER034W	NONE
YER039C-A	YER039C-A	NONE
YER053C-A	YER053C-A	NONE
YER076C	YER076C	NONE
YER078W-A	YER078W-A	NONE
YER079W	YER079W	NONE
YER084W	YER084W	NONE
YER121W	YER121W	NONE
YER134C	YER134C	NONE
YER135C	YER135C	NONE
YER137C	YER137C	NONE
YER137C-A	YER137C-A	NONE
YER138C	YER138C	NONE
YER138W-A	YER138W-A	NONE
YER145C-A	YER145C-A	NONE
YER152C	YER152C	NONE
YER158C	YER158C	NONE
YER159C-A	YER159C-A	NONE
YER160C	YER160C	NONE
YER175W-A	YER175W-A	NONE
YER181C	YER181C	NONE
YER186C	YER186C	NONE
YER187W	YER187W	NONE
YER188C-A	YER188C-A	NONE
YER188W	YER188W	NONE
YER189W	YER189W	NONE
YER190C-B	YER190C-B	NONE
YET1	YKL065C	NONE
YET2	YMR040W	NONE
YET3	YDL072C	NONE
YFH1	YDL120W	INPUT
YFH7	YFR007W	NONE
YFL002W-A	YFL002W-A	NONE
YFL002W-B	YFL002W-B	NONE
YFL012W	YFL012W	NONE
YFL015C	YFL015C	NONE
YFL019C	YFL019C	NONE
YFL040W	YFL040W	INPUT
YFL041W-A	YFL041W-A	NONE
YFL051C	YFL051C	NONE
YFL064C	YFL064C	NONE
YFL065C	YFL065C	NONE
YFL066C	YFL066C	NONE
YFL067W	YFL067W	NONE
YFL068W	YFL068W	NONE
YFR006W	YFR006W	NONE
YFR012W-A	YFR012W-A	NONE
YFR018C	YFR018C	NONE
YFR035C	YFR035C	NONE
YFR035W-A	YFR035W-A	NONE
YFR054C	YFR054C	NONE
YFR057W	YFR057W	NONE
YFS1	YPL034W	NONE
YFT2	YDR319C	NONE
YGK1	YGL101W	NONE
YGK3	YOL128C	NONE
YGL006W-A	YGL006W-A	NONE
YGL007C-A	YGL007C-A	NONE
YGL034C	YGL034C	NONE
YGL039W	YGL039W	NONE
YGL041C-B	YGL041C-B	NONE
YGL081W	YGL081W	NONE
YGL088W	YGL088W	NONE
YGL108C	YGL108C	NONE
YGL114W	YGL114W	NONE
YGL118C	YGL118C	NONE
YGL138C	YGL138C	NONE
YGL140C	YGL140C	NONE
YGL149W	YGL149W	NONE
YGL159W	YGL159W	NONE
YGL176C	YGL176C	NONE
YGL185C	YGL185C	NONE
YGL188C-A	YGL188C-A	NONE
YGL193C	YGL193C	NONE
YGL194C-A	YGL194C-A	NONE
YGL204C	YGL204C	NONE
YGL230C	YGL230C	NONE
YGL235W	YGL235W	NONE
YGL258W-A	YGL258W-A	NONE
YGL260W	YGL260W	NONE
YGL262W	YGL262W	NONE
YGP1	YNL160W	NONE
YGR016C-A	YGR016C-A	NONE
YGR016W	YGR016W	NONE
YGR017W	YGR017W	NONE
YGR018C	YGR018C	NONE
YGR025W	YGR025W	NONE
YGR026W	YGR026W	NONE
YGR027W-A	YGR027W-A	NONE
YGR027W-B	YGR027W-B	NONE
YGR035C	YGR035C	NONE
YGR035W-A	YGR035W-A	NONE
YGR038C-A	YGR038C-A	NONE
YGR038C-B	YGR038C-B	NONE
YGR039W	YGR039W	NONE
YGR045C	YGR045C	NONE
YGR050C	YGR050C	NONE
YGR054W	YGR054W	NONE
YGR067C	YGR067C	NONE
YGR079W	YGR079W	NONE
YGR109W-A	YGR109W-A	NONE
YGR109W-B	YGR109W-B	NONE
YGR111W	YGR111W	NONE
YGR117C	YGR117C	NONE
YGR121W-A	YGR121W-A	NONE
YGR122W	YGR122W	NONE
YGR126W	YGR126W	NONE
YGR127W	YGR127W	NONE
YGR130C	YGR130C	NONE
YGR146C-A	YGR146C-A	NONE
YGR153W	YGR153W	NONE
YGR161C-C	YGR161C-C	NONE
YGR161C-D	YGR161C-D	NONE
YGR161W-A	YGR161W-A	NONE
YGR161W-B	YGR161W-B	NONE
YGR161W-C	YGR161W-C	NONE
YGR164W	YGR164W	NONE
YGR174W-A	YGR174W-A	NONE
YGR201C	YGR201C	NONE
YGR204C-A	YGR204C-A	NONE
YGR210C	YGR210C	NONE
YGR237C	YGR237C	NONE
YGR240C-A	YGR240C-A	NONE
YGR266W	YGR266W	NONE
YGR273C	YGR273C	NONE
YHB1	YGR234W	INPUT
YHC1	YLR298C	NONE
YHC3	YJL059W	INPUT
YHI9	YHR029C	NONE
YHK8	YHR048W	INPUT
YHL005C	YHL005C	NONE
YHL008C	YHL008C	INPUT
